timestamp,value
25/06/2025 18:21,83.5
25/06/2025 19:56,80.3
25/06/2025 03:07,62.7
25/06/2025 02:15,90.2
25/06/2025 09:50,34.5
25/06/2025 20:14,83.8
25/06/2025 10:36,13.4
25/06/2025 04:23,93.9
25/06/2025 21:44,11.6
25/06/2025 11:03,8.9
25/06/2025 05:06,45.3
25/06/2025 13:53,20.2
25/06/2025 20:57,82.8
25/06/2025 18:45,84.1
25/06/2025 17:47,97.9
25/06/2025 19:41,20.0
25/06/2025 02:50,15.2
25/06/2025 00:08,21.3
25/06/2025 11:36,66.4
25/06/2025 22:50,67.5
25/06/2025 00:00,74.5
25/06/2025 08:03,19.7
25/06/2025 23:51,92.4
25/06/2025 04:53,68.2
25/06/2025 11:30,65.8
25/06/2025 14:47,17.1
25/06/2025 18:55,38.5
25/06/2025 09:53,81.0
25/06/2025 08:46,64.5
25/06/2025 12:31,12.7
25/06/2025 19:23,14.3
25/06/2025 18:38,27.9
25/06/2025 11:59,82.2
25/06/2025 12:00,34.1
25/06/2025 11:28,29.3
25/06/2025 16:12,64.4
25/06/2025 07:41,36.6
25/06/2025 06:34,18.6
25/06/2025 18:08,15.7
25/06/2025 11:06,0.3
25/06/2025 00:42,80.4
25/06/2025 02:55,95.1
25/06/2025 09:01,63.9
25/06/2025 03:41,8.3
25/06/2025 21:54,46.3
25/06/2025 16:26,27.2
25/06/2025 03:31,4.8
25/06/2025 11:07,67.8
25/06/2025 11:38,96.4
25/06/2025 16:23,62.1
25/06/2025 10:49,4.4
25/06/2025 04:31,49.5
25/06/2025 14:42,54.2
25/06/2025 11:45,99.5
25/06/2025 02:28,17.8
25/06/2025 19:26,73.4
25/06/2025 09:31,96.3
25/06/2025 18:58,82.8
25/06/2025 20:36,98.6
25/06/2025 13:27,73.4
25/06/2025 13:32,24.1
25/06/2025 02:10,9.3
25/06/2025 02:23,42.8
25/06/2025 16:15,81.0
25/06/2025 15:14,94.9
25/06/2025 20:43,13.0
25/06/2025 15:57,47.6
25/06/2025 14:50,52.0
25/06/2025 15:52,83.3
25/06/2025 05:01,42.4
25/06/2025 03:40,80.0
25/06/2025 23:32,75.5
25/06/2025 06:44,18.9
25/06/2025 13:48,0.2
25/06/2025 15:09,87.3
25/06/2025 19:29,13.7
25/06/2025 14:05,4.8
25/06/2025 20:47,94.1
25/06/2025 09:56,76.8
25/06/2025 20:30,21.6
25/06/2025 04:25,64.9
25/06/2025 06:24,27.6
25/06/2025 23:36,32.4
25/06/2025 18:47,66.0
25/06/2025 21:57,52.4
25/06/2025 22:43,33.4
25/06/2025 01:51,92.5
25/06/2025 18:27,14.6
25/06/2025 16:04,75.0
25/06/2025 03:33,58.3
25/06/2025 20:27,75.6
25/06/2025 19:46,36.3
25/06/2025 19:20,97.4
25/06/2025 05:32,78.1
25/06/2025 04:35,14.7
25/06/2025 02:48,67.9
25/06/2025 18:24,69.8
25/06/2025 14:27,56.5
25/06/2025 09:48,69.7
25/06/2025 09:55,88.1
25/06/2025 00:16,79.3
25/06/2025 02:30,14.7
25/06/2025 05:52,8.5
25/06/2025 07:53,25.5
25/06/2025 06:55,74.3
25/06/2025 11:46,97.0
25/06/2025 05:15,49.5
25/06/2025 16:38,18.2
25/06/2025 17:53,55.0
25/06/2025 08:21,91.2
25/06/2025 09:06,41.9
25/06/2025 23:37,65.7
25/06/2025 23:35,35.9
25/06/2025 10:20,39.9
25/06/2025 10:54,66.7
25/06/2025 23:20,78.0
25/06/2025 05:48,80.3
25/06/2025 16:29,57.3
25/06/2025 17:06,75.8
25/06/2025 09:42,16.1
25/06/2025 02:47,35.5
25/06/2025 16:24,99.4
25/06/2025 16:22,62.8
25/06/2025 07:46,35.4
25/06/2025 14:18,87.2
25/06/2025 23:41,66.1
25/06/2025 02:52,32.6
25/06/2025 21:34,96.9
25/06/2025 01:25,61.4
25/06/2025 17:26,59.8
25/06/2025 13:54,44.2
25/06/2025 16:32,29.0
25/06/2025 15:01,44.3
25/06/2025 21:20,88.2
25/06/2025 09:37,42.9
25/06/2025 16:42,92.1
25/06/2025 10:43,10.1
25/06/2025 06:22,85.7
25/06/2025 03:29,6.5
25/06/2025 08:43,25.6
25/06/2025 06:31,67.0
25/06/2025 18:50,64.0
25/06/2025 12:10,90.6
25/06/2025 02:03,6.0
25/06/2025 18:18,89.2
25/06/2025 21:15,39.4
25/06/2025 03:59,92.9
25/06/2025 02:18,86.6
25/06/2025 07:49,86.4
25/06/2025 20:58,20.2
25/06/2025 23:11,97.6
25/06/2025 19:00,100.0
25/06/2025 10:16,58.1
25/06/2025 10:24,58.9
25/06/2025 06:09,70.6
25/06/2025 05:18,28.1
25/06/2025 04:39,38.7
25/06/2025 19:06,79.8
25/06/2025 10:05,94.7
25/06/2025 21:43,78.3
25/06/2025 11:39,63.1
25/06/2025 01:27,81.3
25/06/2025 11:47,72.1
25/06/2025 10:28,93.1
25/06/2025 20:59,89.5
25/06/2025 04:42,38.9
25/06/2025 23:56,28.0
25/06/2025 23:19,63.0
25/06/2025 09:09,10.9
25/06/2025 10:33,32.3
25/06/2025 09:21,29.9
25/06/2025 04:50,1.5
25/06/2025 03:27,12.7
25/06/2025 06:59,92.0
25/06/2025 09:35,39.0
25/06/2025 14:28,10.6
25/06/2025 13:12,1.5
25/06/2025 11:01,30.6
25/06/2025 08:26,59.6
25/06/2025 06:04,74.5
25/06/2025 07:56,51.9
25/06/2025 02:29,67.8
25/06/2025 02:04,41.9
25/06/2025 07:26,38.1
