timestamp,value
19/06/2025 04:31,52.9
19/06/2025 15:59,42.7
19/06/2025 14:04,2.4
19/06/2025 08:45,51.3
19/06/2025 14:01,79.2
19/06/2025 10:36,74.1
19/06/2025 23:29,84.0
19/06/2025 07:47,83.2
19/06/2025 01:36,55.2
19/06/2025 00:42,35.1
19/06/2025 05:05,22.1
19/06/2025 13:42,84.3
19/06/2025 15:29,23.5
19/06/2025 12:32,57.8
19/06/2025 01:09,33.5
19/06/2025 02:08,30.5
19/06/2025 12:56,37.2
19/06/2025 16:01,55.7
19/06/2025 17:23,31.7
19/06/2025 16:05,46.6
19/06/2025 16:53,18.5
19/06/2025 05:43,95.6
19/06/2025 08:55,0.1
19/06/2025 15:44,14.5
19/06/2025 07:00,97.2
19/06/2025 16:56,10.7
19/06/2025 22:46,23.9
19/06/2025 07:43,93.2
19/06/2025 21:55,68.4
19/06/2025 07:28,67.2
19/06/2025 07:27,77.9
19/06/2025 15:23,63.2
19/06/2025 15:28,86.1
19/06/2025 14:58,57.5
19/06/2025 12:19,72.2
19/06/2025 03:08,40.8
19/06/2025 23:19,94.6
19/06/2025 19:52,5.8
19/06/2025 09:31,96.3
19/06/2025 18:35,34.6
19/06/2025 16:52,12.8
19/06/2025 21:45,24.4
19/06/2025 15:39,24.6
19/06/2025 22:12,91.6
19/06/2025 20:06,90.2
19/06/2025 11:51,62.4
19/06/2025 04:10,27.4
19/06/2025 19:19,67.9
19/06/2025 20:51,11.4
19/06/2025 18:57,46.2
19/06/2025 14:11,71.5
19/06/2025 06:17,45.9
19/06/2025 13:45,3.5
19/06/2025 09:28,35.2
19/06/2025 23:16,7.0
19/06/2025 19:04,32.9
19/06/2025 21:32,33.4
19/06/2025 05:36,65.8
19/06/2025 16:13,16.6
19/06/2025 13:19,94.0
19/06/2025 06:05,3.7
19/06/2025 06:59,35.9
19/06/2025 15:11,73.5
19/06/2025 21:52,81.6
19/06/2025 19:50,55.3
19/06/2025 11:07,22.9
19/06/2025 09:45,78.6
19/06/2025 17:45,45.0
19/06/2025 19:30,70.9
19/06/2025 12:14,2.0
19/06/2025 21:39,71.0
19/06/2025 09:24,71.7
19/06/2025 06:50,28.2
19/06/2025 23:55,67.3
19/06/2025 16:41,48.8
19/06/2025 19:51,68.1
19/06/2025 08:11,40.4
19/06/2025 19:36,48.1
19/06/2025 02:25,78.9
19/06/2025 07:46,43.3
19/06/2025 21:11,81.2
19/06/2025 01:27,35.0
19/06/2025 23:17,16.1
19/06/2025 13:28,25.8
19/06/2025 16:57,13.9
19/06/2025 20:26,76.7
19/06/2025 07:15,30.8
19/06/2025 05:56,66.2
19/06/2025 10:54,1.4
19/06/2025 21:51,72.3
19/06/2025 05:37,15.2
19/06/2025 08:40,38.2
19/06/2025 16:14,32.3
19/06/2025 03:17,85.4
19/06/2025 10:18,83.3
19/06/2025 07:08,31.0
19/06/2025 23:35,79.9
19/06/2025 14:16,56.7
19/06/2025 12:22,30.9
19/06/2025 20:18,96.7
19/06/2025 23:58,65.2
19/06/2025 20:15,0.8
19/06/2025 13:39,57.1
19/06/2025 10:25,83.4
19/06/2025 08:00,78.9
19/06/2025 00:49,90.0
19/06/2025 09:59,29.3
19/06/2025 05:08,17.8
19/06/2025 08:13,61.0
19/06/2025 02:39,13.4
19/06/2025 22:14,89.5
19/06/2025 11:38,22.8
19/06/2025 04:52,45.0
19/06/2025 03:16,89.6
19/06/2025 08:05,45.7
19/06/2025 02:42,61.7
19/06/2025 01:23,72.0
19/06/2025 23:37,74.5
19/06/2025 20:24,59.7
19/06/2025 19:44,29.0
19/06/2025 13:06,63.9
19/06/2025 12:26,58.9
19/06/2025 00:54,73.3
19/06/2025 16:02,98.1
19/06/2025 02:18,42.7
19/06/2025 16:58,96.4
19/06/2025 12:08,38.3
19/06/2025 14:28,77.5
19/06/2025 15:48,66.9
19/06/2025 13:04,97.8
19/06/2025 19:18,16.0
19/06/2025 19:55,60.6
19/06/2025 12:27,66.3
19/06/2025 00:26,75.3
19/06/2025 05:27,3.5
19/06/2025 05:38,15.6
19/06/2025 11:33,80.6
19/06/2025 14:12,1.4
19/06/2025 23:24,99.3
19/06/2025 00:16,92.6
19/06/2025 06:44,37.8
19/06/2025 21:19,98.6
19/06/2025 05:30,67.6
19/06/2025 04:55,63.2
19/06/2025 10:21,61.7
19/06/2025 21:20,29.5
19/06/2025 06:42,38.0
19/06/2025 08:36,86.8
19/06/2025 16:50,57.2
19/06/2025 02:48,72.2
19/06/2025 14:51,43.8
19/06/2025 07:45,67.7
19/06/2025 15:46,80.4
19/06/2025 00:43,58.1
19/06/2025 16:04,71.2
19/06/2025 14:08,36.9
19/06/2025 00:17,65.1
19/06/2025 16:46,2.6
19/06/2025 23:13,28.6
19/06/2025 20:28,58.3
19/06/2025 03:42,58.6
19/06/2025 13:23,33.7
19/06/2025 01:26,82.5
19/06/2025 20:59,90.7
19/06/2025 08:31,87.9
19/06/2025 04:09,20.5
19/06/2025 16:31,2.4
19/06/2025 20:42,69.3
19/06/2025 07:48,64.4
19/06/2025 21:30,57.4
19/06/2025 07:35,49.7
19/06/2025 15:03,80.1
19/06/2025 22:40,56.1
19/06/2025 04:07,34.9
19/06/2025 13:12,25.1
19/06/2025 13:56,56.5
19/06/2025 11:09,30.2
19/06/2025 02:20,72.9
19/06/2025 04:30,91.3
19/06/2025 09:18,17.5
19/06/2025 17:34,85.5
19/06/2025 08:18,31.1
19/06/2025 15:32,25.2
19/06/2025 01:21,0.6
19/06/2025 18:51,7.0
19/06/2025 05:49,67.5
19/06/2025 01:32,82.9
19/06/2025 23:46,37.1
19/06/2025 19:21,72.4
19/06/2025 16:44,47.2
19/06/2025 00:29,61.3
19/06/2025 11:30,70.0
19/06/2025 17:10,67.7
19/06/2025 21:22,41.2
19/06/2025 10:05,61.6
19/06/2025 14:42,80.9
19/06/2025 09:48,54.8
19/06/2025 21:43,30.7
19/06/2025 03:06,80.0
19/06/2025 04:19,4.9
19/06/2025 20:07,4.7
19/06/2025 15:09,71.5
19/06/2025 14:24,84.4
19/06/2025 06:38,42.6
19/06/2025 20:11,88.9
19/06/2025 01:54,44.0
19/06/2025 07:01,74.1
19/06/2025 06:52,89.2
19/06/2025 19:22,79.5
19/06/2025 22:02,7.8
19/06/2025 08:59,86.2
19/06/2025 10:07,29.1
19/06/2025 02:11,64.9
19/06/2025 07:36,34.6
19/06/2025 16:26,41.2
19/06/2025 17:49,26.9
19/06/2025 09:25,65.3
19/06/2025 06:03,12.4
19/06/2025 22:57,26.0
19/06/2025 18:15,75.1
19/06/2025 12:50,75.5
19/06/2025 15:33,35.2
19/06/2025 20:13,77.3
19/06/2025 01:46,9.7
19/06/2025 23:00,33.0
19/06/2025 14:48,76.3
19/06/2025 08:48,99.1
19/06/2025 14:14,94.4
19/06/2025 11:16,43.3
19/06/2025 05:23,25.2
19/06/2025 07:34,70.2
19/06/2025 11:53,11.6
19/06/2025 11:36,80.6
19/06/2025 13:05,79.9
19/06/2025 22:00,63.6
19/06/2025 05:15,76.6
19/06/2025 21:00,73.0
19/06/2025 13:29,52.0
19/06/2025 21:03,89.8
19/06/2025 00:08,91.0
19/06/2025 12:31,47.6
19/06/2025 21:01,0.6
19/06/2025 12:45,98.0
19/06/2025 12:42,15.9
19/06/2025 09:39,53.5
19/06/2025 13:30,94.7
19/06/2025 12:41,27.5
19/06/2025 02:16,84.3
19/06/2025 04:50,57.3
19/06/2025 04:27,75.4
19/06/2025 03:23,36.8
19/06/2025 20:32,9.2
19/06/2025 11:57,4.7
19/06/2025 20:41,60.2
19/06/2025 20:17,1.1
19/06/2025 21:50,60.6
19/06/2025 11:52,13.6
19/06/2025 12:34,64.2
19/06/2025 07:04,79.1
19/06/2025 23:10,28.3
19/06/2025 00:02,92.1
19/06/2025 06:04,86.4
19/06/2025 05:06,75.3
19/06/2025 09:58,89.8
19/06/2025 10:42,36.8
19/06/2025 21:58,28.2
19/06/2025 13:43,56.5
19/06/2025 15:50,80.6
19/06/2025 10:28,32.9
19/06/2025 20:05,4.2
19/06/2025 20:46,67.6
19/06/2025 08:06,18.7
19/06/2025 21:28,69.1
19/06/2025 17:38,92.4
19/06/2025 15:42,80.6
19/06/2025 00:05,23.9
19/06/2025 08:41,51.2
19/06/2025 04:34,79.9
19/06/2025 18:49,49.2
19/06/2025 07:18,13.6
19/06/2025 06:56,91.9
19/06/2025 04:26,88.0
19/06/2025 04:23,93.2
19/06/2025 11:59,31.0
19/06/2025 01:47,64.4
19/06/2025 17:52,44.8
19/06/2025 05:31,1.8
19/06/2025 05:40,48.8
19/06/2025 15:53,93.2
19/06/2025 06:40,81.2
19/06/2025 13:50,8.4
19/06/2025 17:06,45.0
19/06/2025 19:31,85.3
19/06/2025 01:02,36.3
19/06/2025 09:55,2.0
19/06/2025 04:04,97.4
19/06/2025 10:39,66.6
19/06/2025 14:09,53.0
19/06/2025 10:44,66.9
19/06/2025 02:41,84.4
19/06/2025 18:52,94.9
19/06/2025 14:49,61.8
19/06/2025 09:02,81.0
19/06/2025 03:22,96.3
19/06/2025 21:04,1.1
19/06/2025 05:42,81.5
19/06/2025 07:55,4.9
19/06/2025 12:47,58.5
19/06/2025 14:54,14.9
19/06/2025 00:55,21.3
19/06/2025 04:25,53.9
19/06/2025 21:23,43.4
19/06/2025 01:40,24.0
19/06/2025 17:53,73.5
19/06/2025 12:37,0.7
19/06/2025 09:54,74.6
19/06/2025 11:55,34.1
19/06/2025 16:18,50.0
19/06/2025 17:13,64.3
19/06/2025 02:43,71.7
19/06/2025 21:34,92.5
19/06/2025 11:49,50.7
19/06/2025 04:28,7.1
19/06/2025 06:25,51.5
19/06/2025 02:33,87.6
19/06/2025 19:01,58.3
19/06/2025 05:52,57.8
19/06/2025 12:29,35.0
19/06/2025 02:29,96.1
19/06/2025 13:07,54.6
19/06/2025 17:15,48.3
19/06/2025 20:14,88.7
19/06/2025 22:48,28.1
19/06/2025 09:29,21.2
19/06/2025 14:32,20.9
19/06/2025 11:37,61.6
19/06/2025 08:02,47.8
19/06/2025 17:57,87.2
19/06/2025 00:56,77.8
19/06/2025 08:38,93.5
19/06/2025 15:55,59.7
19/06/2025 02:06,87.2
19/06/2025 10:35,79.3
19/06/2025 22:31,70.8
19/06/2025 09:50,41.9
19/06/2025 06:22,19.2
19/06/2025 09:52,18.6
19/06/2025 12:04,19.7
19/06/2025 12:55,71.4
19/06/2025 20:48,82.7
19/06/2025 23:59,8.9
19/06/2025 13:52,72.3
19/06/2025 21:16,8.3
19/06/2025 14:13,40.9
19/06/2025 07:24,92.3
